Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TimeSinceRemodal
1052,20,6,103.0,11175,2,2,1,1,2,1,6,3,3,1,1,7,5,2007,2007,2,2,15,15,4,0.0,2,3,3,2,3,2,6,0,6,0,1316,2,1,2,1,0,1316,0,0,2,0,3,1,2,6,1,1,2,2,2007.0,1,2,3,3,1,0,20,0,0,0,0,0,10,2007,4,6,200141,3072,13
1053,60,6,100.0,9500,2,1,1,1,2,1,13,1,3,1,4,6,6,1964,1978,2,2,15,15,1,272.0,3,3,2,3,3,4,5,442,6,0,374,2,3,2,1,0,1977,0,1,1,1,4,1,3,9,1,1,3,2,1964.0,2,2,3,3,1,0,52,0,0,0,0,0,6,2007,1,1,165000,3333,42
1054,20,6,68.0,8562,2,1,1,1,1,2,8,3,3,1,1,5,6,1957,2002,4,2,7,7,5,145.0,3,3,2,3,3,2,5,383,6,0,833,2,1,2,2,0,1526,0,0,1,0,4,1,3,7,3,1,2,3,1957.0,3,1,3,3,1,116,78,0,0,0,0,0,5,2010,1,1,144500,3106,18
1055,60,6,90.0,11367,2,1,1,1,2,1,6,3,3,1,4,8,5,2002,2002,2,2,15,15,2,210.0,2,3,3,2,3,3,1,932,6,0,133,2,1,2,1,0,1989,1,0,2,1,3,1,2,7,1,1,2,2,2002.0,1,2,3,3,1,199,60,0,0,0,0,0,11,2006,1,1,255000,3640,18
1056,20,6,104.0,11361,2,1,1,1,1,1,17,3,3,1,1,6,5,1976,1976,2,2,11,11,2,160.0,3,3,2,2,3,4,2,644,6,0,549,2,3,2,1,0,1523,0,1,2,0,3,1,3,7,1,1,3,2,1976.0,1,2,3,3,1,0,0,0,0,189,0,0,5,2008,5,2,180000,3194,44
1057,120,6,43.0,7052,2,2,1,1,1,1,16,3,3,4,1,7,5,2005,2005,2,2,15,15,5,240.0,2,3,3,2,3,2,1,659,6,0,705,2,1,2,1,0,1364,1,0,2,0,2,1,2,6,1,1,2,2,2005.0,2,2,3,3,1,192,36,0,0,0,0,0,6,2006,1,1,185850,3212,15
1058,60,6,0.0,29959,2,3,1,1,4,1,14,3,3,1,4,7,6,1994,1994,2,2,7,7,4,0.0,2,3,3,2,3,4,1,595,6,0,378,2,1,2,1,0,1850,0,0,2,1,3,1,2,7,1,1,2,4,1994.0,1,2,3,3,1,168,98,0,0,0,0,0,1,2009,1,1,248000,3290,26
1059,60,6,96.0,11308,2,2,1,1,1,1,16,3,3,1,4,9,5,2008,2008,2,2,15,15,5,154.0,1,3,3,1,3,2,1,936,6,0,168,2,1,2,1,0,2184,1,0,2,1,3,1,1,10,1,1,2,2,2008.0,1,3,3,3,1,0,102,0,0,0,0,0,7,2009,1,1,335000,4124,12
1060,50,6,0.0,11275,2,2,3,1,2,2,7,3,3,1,2,6,7,1932,1950,2,2,9,9,2,480.0,3,3,2,3,3,3,5,297,4,557,0,2,3,2,1,0,1991,0,0,1,1,3,1,3,7,1,1,2,6,1977.0,3,2,3,4,1,0,0,19,0,0,0,0,3,2007,1,1,220000,3277,70
1061,120,6,41.0,4920,2,1,1,1,1,1,23,3,3,4,1,8,5,2001,2001,2,2,6,6,4,0.0,2,3,3,2,3,3,1,616,6,0,722,2,1,2,1,0,1338,1,0,2,0,2,1,2,6,1,0,6,2,2001.0,1,2,3,3,1,0,0,170,0,0,0,0,4,2010,1,1,213500,3258,19
1062,30,2,120.0,18000,1,1,4,1,1,1,10,3,3,1,1,3,4,1935,1950,2,2,9,9,4,0.0,4,3,2,3,3,4,6,0,6,0,894,2,3,2,1,0,894,0,0,1,0,2,1,3,6,1,0,6,6,1994.0,2,3,3,3,1,0,20,0,0,0,0,560,8,2008,9,1,81000,3036,70
1063,190,8,85.0,13600,2,1,1,1,1,1,18,3,3,2,4,5,5,1900,1950,2,2,16,16,4,0.0,3,3,1,3,3,4,6,0,6,0,662,2,3,1,1,0,2337,0,0,2,0,5,2,3,10,3,0,6,6,1945.0,3,2,3,3,1,0,57,0,0,0,0,0,9,2007,1,1,90000,3559,70
1064,30,8,50.0,6000,2,1,1,1,1,1,18,1,3,1,1,6,6,1925,1980,2,2,9,9,4,0.0,3,2,1,3,3,4,3,397,6,0,706,2,2,2,1,0,1103,0,0,1,0,2,1,2,5,1,1,2,6,1976.0,3,2,3,3,1,166,120,0,0,0,0,0,7,2006,1,1,110500,2646,40
1065,20,6,0.0,11000,2,2,1,1,3,1,13,3,3,1,1,5,6,1966,1966,2,2,11,11,2,200.0,3,3,2,3,3,3,3,740,5,230,184,2,1,2,1,0,1154,0,0,1,1,3,1,3,6,1,1,5,2,1966.0,2,2,3,3,1,0,58,0,0,0,0,0,11,2009,1,1,154000,2788,54
1066,60,6,80.0,14000,2,1,1,1,1,2,5,3,3,1,4,7,5,1996,1997,2,2,16,16,4,0.0,2,3,3,1,3,1,1,1201,6,0,105,2,1,2,1,0,2260,1,0,2,1,3,1,2,7,1,0,6,2,1996.0,2,2,3,3,1,296,44,0,0,0,0,0,4,2010,1,1,328000,4099,23
1067,60,6,59.0,7837,2,2,1,1,1,1,9,3,3,1,4,6,7,1993,1994,2,2,15,15,4,0.0,2,3,3,2,3,4,6,0,6,0,799,2,2,2,1,0,1571,0,0,2,1,3,1,3,7,1,1,3,2,1993.0,2,2,3,3,1,0,40,0,0,0,0,0,5,2009,1,1,178000,2750,26
1068,60,6,80.0,9760,2,1,1,1,1,2,13,3,3,1,4,6,6,1964,1964,2,2,7,7,2,360.0,3,3,2,3,3,1,1,674,4,106,0,2,3,2,1,0,1611,1,0,1,1,4,1,3,7,1,0,6,2,1964.0,2,2,3,3,1,328,128,0,0,189,0,0,6,2008,1,1,167900,2833,56
1069,160,8,42.0,3964,2,1,1,1,1,1,11,3,3,4,4,6,4,1973,1973,2,2,6,6,4,0.0,3,3,2,2,3,4,2,837,6,0,105,2,2,2,1,0,2521,1,0,2,1,5,1,3,10,5,1,2,2,1973.0,1,2,3,3,1,728,20,0,0,0,0,0,6,2006,1,1,151400,4039,47
1070,45,6,60.0,9600,2,1,1,1,1,1,13,3,3,1,3,5,7,1949,2003,2,2,9,9,4,0.0,3,3,2,3,3,4,2,220,6,0,625,2,3,2,1,0,893,0,1,1,0,2,1,2,4,1,0,6,6,1985.0,3,2,3,3,1,0,0,0,0,0,0,0,5,2007,1,1,135000,2314,17
1071,20,6,72.0,10152,2,1,1,1,1,1,13,3,3,1,1,5,5,1956,1956,4,2,9,9,2,120.0,3,3,2,3,3,4,3,586,6,0,462,2,3,2,1,0,1048,1,0,1,0,3,1,3,6,1,0,6,2,1956.0,3,1,3,3,1,0,20,0,0,192,0,0,6,2007,1,1,135000,2382,64
1072,60,6,78.0,11700,2,1,1,1,1,1,17,5,3,1,4,6,6,1968,1968,2,2,9,9,4,0.0,3,3,2,3,3,4,5,298,6,0,429,2,1,2,1,0,1556,0,0,1,1,4,1,3,8,1,0,6,2,1968.0,3,2,3,3,1,0,0,0,0,0,0,0,5,2009,1,1,154000,2724,52
1073,50,6,50.0,7585,2,1,1,1,1,1,8,1,3,1,2,5,3,1948,1950,2,2,9,9,4,0.0,3,3,2,4,4,3,6,0,6,0,810,2,4,2,2,0,1456,1,1,1,0,4,1,3,7,1,1,3,6,1954.0,3,1,3,3,2,0,0,0,0,0,0,0,8,2006,1,1,91500,2546,70
1074,60,6,75.0,7950,2,2,2,1,2,1,8,3,3,1,4,6,6,1977,1977,4,2,7,11,2,140.0,3,3,2,3,3,4,3,535,6,0,155,2,3,2,1,0,1426,0,0,1,1,3,1,3,6,1,0,6,2,1977.0,1,2,3,3,1,252,0,0,0,0,0,0,7,2009,1,1,159500,2556,43
1075,20,6,74.0,8556,2,1,1,1,1,1,6,3,3,1,1,7,5,2006,2006,2,2,15,15,4,0.0,2,3,3,2,3,2,6,0,6,0,1240,2,1,2,1,0,1240,0,0,2,0,2,1,2,5,1,0,6,2,2006.0,2,3,3,3,1,140,93,0,0,0,0,0,5,2007,1,1,194000,3306,14
1076,70,6,75.0,13125,2,1,1,1,1,1,7,3,3,1,4,7,6,1940,1984,2,2,16,16,4,0.0,3,3,2,3,3,4,3,410,6,0,390,2,3,2,1,0,1740,0,0,1,1,3,1,3,6,1,2,2,2,1940.0,3,1,3,3,1,0,0,0,0,0,0,0,7,2007,2,1,219500,2780,36
1077,50,6,60.0,10800,2,1,1,1,1,1,18,3,3,1,2,5,8,1936,1989,2,2,16,16,4,0.0,3,3,2,4,3,4,2,626,6,0,170,2,2,2,1,0,1466,0,1,2,0,3,1,2,7,2,1,3,2,1950.0,3,2,3,3,1,436,21,0,0,0,0,500,4,2006,1,1,170000,2828,31
1078,20,6,0.0,15870,2,2,1,1,2,1,13,3,3,1,1,5,5,1969,1969,2,2,15,11,4,0.0,3,3,2,3,3,3,3,75,5,791,230,2,1,2,1,0,1096,1,0,1,0,3,1,3,6,1,0,6,2,1969.0,1,1,3,3,1,240,32,0,0,0,0,0,3,2006,1,2,138800,2491,51
1079,120,8,37.0,4435,2,1,1,1,1,1,6,3,3,4,1,6,5,2004,2004,2,2,15,15,2,169.0,2,3,3,2,3,3,1,662,6,0,186,2,1,2,1,0,848,1,0,1,0,1,1,2,3,1,1,2,2,2004.0,2,2,3,3,1,140,0,0,0,0,0,0,5,2006,1,1,155900,2116,16
1080,20,6,65.0,8775,2,1,1,1,1,1,6,3,3,1,1,5,5,1994,1994,2,2,15,15,4,0.0,3,3,3,2,3,4,1,495,6,0,495,2,2,2,1,0,990,0,0,1,0,3,1,3,5,1,0,6,2,1996.0,3,1,3,3,1,0,64,0,0,0,0,0,4,2007,1,1,126000,2279,26
1081,20,6,80.0,11040,2,1,1,1,1,1,17,3,3,1,1,6,7,1971,2004,2,2,15,15,2,144.0,2,2,2,3,3,4,2,656,6,0,602,2,1,2,1,0,1258,0,1,2,0,3,1,2,5,1,0,6,2,1971.0,2,2,3,3,1,55,0,0,216,0,0,0,10,2008,5,2,145000,3044,16
1082,20,6,75.0,7500,2,1,1,1,2,1,20,2,3,1,1,5,5,1963,1963,2,2,7,7,4,0.0,3,3,2,3,3,4,2,824,6,0,216,2,4,2,1,0,1040,1,0,1,1,3,1,3,5,1,0,6,2,1963.0,1,1,3,3,1,0,0,220,0,0,0,0,6,2010,1,1,133000,2388,57
1083,20,6,70.0,8749,2,1,1,1,1,1,6,3,3,1,1,7,5,2002,2002,2,2,15,15,2,100.0,2,3,3,2,3,4,6,0,6,0,1459,2,1,2,1,0,1459,0,0,2,0,3,1,2,6,1,1,2,2,2002.0,2,2,3,3,1,192,39,0,0,0,0,0,9,2007,1,1,192000,3445,18
1084,20,6,80.0,8800,2,1,1,1,1,1,13,3,3,1,1,6,6,1964,1964,4,2,7,7,2,425.0,3,3,2,3,3,4,3,553,6,0,698,2,3,2,1,0,1251,1,0,1,0,3,1,3,6,1,2,2,2,1964.0,2,1,3,3,1,0,116,0,0,0,0,700,3,2006,1,1,160000,2963,56
1085,60,6,0.0,13031,2,3,1,1,2,1,9,3,3,1,4,6,5,1995,1996,2,2,7,7,4,0.0,3,3,3,2,3,4,2,592,6,0,99,2,2,2,1,0,1498,0,0,2,1,3,1,3,6,1,1,3,2,1995.0,1,2,3,3,1,315,44,0,0,0,0,0,7,2006,1,1,187500,2598,24
1086,85,6,73.0,9069,2,1,1,1,1,1,21,3,3,1,7,6,6,1992,1992,2,2,7,7,4,0.0,3,3,3,2,3,2,1,747,6,0,189,2,1,2,1,0,996,1,0,1,0,2,1,2,5,1,0,6,2,1992.0,3,2,3,3,1,120,0,0,0,0,0,0,4,2010,1,1,147000,2496,28
1087,160,8,0.0,1974,2,1,1,1,1,1,11,3,3,4,4,4,5,1973,1973,2,2,6,6,4,0.0,3,3,2,3,3,4,3,334,6,0,212,2,3,2,1,0,1092,0,0,1,1,3,1,3,6,1,0,6,2,1973.0,2,1,3,3,1,120,96,0,0,0,0,0,5,2010,1,1,83500,1924,47
1088,60,3,85.0,10574,2,1,1,1,1,1,22,3,3,1,4,8,5,2005,2006,2,2,15,15,4,0.0,2,3,3,2,3,3,6,0,6,0,1082,2,1,2,1,0,1953,0,0,2,1,3,1,2,9,1,1,2,2,2005.0,2,3,3,3,1,160,50,0,0,0,0,0,5,2009,1,1,252000,4078,14
1089,160,8,24.0,2522,2,1,1,1,1,1,8,3,3,6,4,7,5,2004,2004,2,2,15,15,5,50.0,2,3,3,2,3,4,6,0,6,0,970,2,1,2,1,0,1709,0,0,2,0,3,1,2,7,5,0,6,6,2004.0,3,2,3,3,1,0,40,0,0,0,0,0,4,2006,1,1,137500,3059,16
1090,120,3,37.0,3316,2,2,1,1,1,1,22,3,3,4,1,8,5,2005,2005,2,2,9,9,4,0.0,2,3,3,2,3,4,1,1039,6,0,208,2,1,2,1,0,1247,1,0,1,1,1,1,2,4,1,1,2,2,2005.0,1,2,3,3,1,0,84,0,0,0,0,0,4,2006,1,1,197000,3044,15
1091,90,6,60.0,8544,2,1,1,1,2,1,13,3,3,3,1,3,4,1950,1950,2,2,4,4,4,0.0,3,3,4,6,6,5,7,0,7,0,0,6,4,1,2,0,1040,0,0,2,0,2,2,3,6,1,0,6,6,1987.0,3,2,3,3,1,0,0,0,0,0,0,0,6,2009,1,1,92900,1440,70
1092,160,3,24.0,2160,2,1,1,1,1,1,22,3,3,6,4,7,5,1999,2000,2,2,9,9,2,212.0,2,3,3,2,3,4,3,510,6,0,90,2,1,2,1,0,1252,1,0,2,1,2,1,2,4,1,0,6,6,1999.0,3,2,3,3,1,0,48,0,0,0,0,0,3,2008,1,1,160000,2314,20
1093,50,6,60.0,8400,2,1,2,1,1,1,19,3,3,1,2,6,5,1925,1950,2,2,9,9,4,0.0,3,3,3,3,3,4,5,423,6,0,758,2,4,2,1,0,1694,0,0,2,0,4,1,3,7,1,1,2,6,1925.0,3,2,3,3,1,342,0,128,0,0,0,0,6,2008,1,1,136500,3451,70
1094,20,6,71.0,9230,2,1,1,1,2,1,13,2,3,1,1,5,8,1965,1998,4,2,9,9,2,166.0,3,3,2,3,3,3,1,661,6,0,203,2,2,2,1,0,1200,1,0,1,1,1,1,2,6,1,0,6,6,1977.0,3,2,3,3,1,0,64,0,0,0,0,0,10,2006,1,1,146000,2948,22
1095,20,6,74.0,5868,2,1,1,1,1,1,13,3,3,1,1,5,7,1956,2000,2,2,9,9,4,0.0,3,3,2,3,3,4,3,248,5,240,448,2,1,2,1,0,936,1,0,1,0,2,1,3,4,1,0,6,2,1956.0,1,1,3,3,1,0,0,80,0,160,0,0,5,2010,1,1,129000,2180,20
1096,20,6,78.0,9317,2,2,1,1,1,1,6,3,3,1,1,6,5,2006,2006,2,2,15,15,4,0.0,2,3,3,2,3,4,1,24,6,0,1290,2,2,2,1,0,1314,0,0,2,0,3,1,2,6,1,1,2,2,2006.0,2,2,3,3,1,0,22,0,0,0,0,0,3,2007,1,1,176432,3068,14
1097,70,8,60.0,6882,2,1,1,1,1,1,10,3,3,1,4,6,7,1914,2006,2,2,16,16,4,0.0,3,3,3,3,3,4,6,0,6,0,684,2,3,2,1,0,1355,0,0,1,1,3,1,2,7,1,0,6,7,,4,0,6,6,1,136,0,115,0,0,0,0,3,2007,1,1,127000,2039,14
1098,120,6,0.0,3696,2,1,1,1,1,1,23,3,3,4,1,8,5,1986,1986,2,2,7,7,4,0.0,2,3,2,2,3,4,6,0,6,0,1074,2,1,2,1,0,1088,0,0,1,1,2,1,2,5,1,0,6,2,1987.0,2,2,3,3,1,0,74,137,0,0,0,0,10,2007,1,1,170000,2623,34
1099,50,8,50.0,6000,2,1,1,1,1,1,4,3,3,1,2,4,6,1936,1950,2,2,9,9,4,0.0,3,3,1,3,3,4,3,672,6,0,0,2,3,2,1,0,1324,0,0,1,0,3,1,3,6,1,0,6,6,1936.0,3,1,3,3,1,0,0,0,0,0,0,0,7,2009,1,1,128000,2236,70
1100,20,6,82.0,11880,2,2,1,1,1,1,17,5,3,1,1,7,5,1978,1978,2,2,11,11,2,206.0,3,3,2,2,3,4,2,704,6,0,567,2,3,2,1,0,1601,0,0,2,0,3,1,3,7,1,1,3,2,1978.0,2,2,3,3,1,0,0,0,0,0,0,0,4,2009,5,2,157000,3350,42
1101,30,6,60.0,8400,2,1,2,1,1,1,19,3,3,1,1,2,5,1920,1950,2,2,16,16,4,0.0,3,3,2,3,4,4,5,290,6,0,0,2,3,1,3,0,438,0,0,1,0,1,1,4,3,1,0,6,6,1930.0,3,1,3,3,3,0,0,0,0,0,0,0,1,2009,1,1,60000,974,70
1102,20,6,61.0,9758,2,2,1,1,1,1,13,3,3,1,1,5,5,1971,1971,2,2,7,9,4,0.0,3,3,2,3,3,4,3,412,4,287,251,2,3,2,1,0,950,0,0,1,0,3,1,3,5,1,0,6,6,1981.0,3,1,3,3,1,0,0,0,0,0,0,0,7,2007,1,1,119500,2180,49
1103,20,6,70.0,7000,2,1,1,1,1,1,13,3,3,1,1,5,7,1960,2002,2,2,16,16,2,45.0,3,3,2,3,3,4,5,588,6,0,422,2,1,2,1,0,1134,0,0,1,0,2,1,3,6,1,0,6,2,1960.0,2,1,3,3,1,0,16,0,0,0,0,0,4,2007,1,5,135000,2398,18
1104,20,6,79.0,8910,2,1,1,1,2,1,13,3,3,1,1,6,6,1959,1959,4,2,4,4,4,0.0,3,3,2,3,3,3,2,655,6,0,0,2,1,2,1,0,1194,0,1,1,0,3,1,3,6,1,1,4,4,1954.0,1,2,3,3,1,0,0,192,0,0,0,0,7,2006,1,1,159500,2388,61
1105,160,8,24.0,2016,2,1,1,1,1,1,3,3,3,4,4,5,5,1970,1970,2,2,7,7,2,304.0,3,3,2,3,3,4,6,0,6,0,630,2,3,2,1,0,1302,0,0,2,1,3,1,3,6,1,0,6,6,1970.0,3,2,3,3,1,0,0,0,0,0,0,0,4,2007,1,1,106000,2372,50
1106,60,6,98.0,12256,2,2,1,1,2,1,14,3,3,1,4,8,5,1994,1995,2,2,7,7,2,362.0,2,3,3,1,3,2,1,1032,6,0,431,2,1,2,1,0,2622,1,0,2,1,3,1,2,9,1,2,3,2,1994.0,2,2,3,3,1,186,32,0,0,0,0,0,4,2010,1,1,325000,4797,25
1107,20,6,114.0,10357,2,2,1,1,2,1,21,2,3,1,1,7,5,1990,1991,4,2,7,7,4,0.0,2,3,3,2,3,3,1,738,6,0,172,2,2,2,1,0,1442,1,0,2,0,3,1,2,6,1,1,3,2,1990.0,1,2,3,3,1,0,244,0,0,0,0,0,5,2007,1,1,179900,3071,29
1108,60,6,168.0,23257,2,4,3,1,3,1,9,3,3,1,4,7,5,2006,2006,2,2,15,15,4,0.0,2,3,3,1,2,4,6,0,6,0,868,2,1,2,1,0,2021,0,0,2,1,3,1,2,9,1,1,2,4,2006.0,2,2,3,3,1,0,100,0,0,0,0,0,9,2006,4,6,274725,3311,14
1109,60,6,0.0,8063,2,1,1,1,1,1,9,3,3,1,4,6,5,2000,2000,2,2,15,15,4,0.0,3,3,3,2,3,4,6,0,6,0,924,2,1,2,1,0,1690,0,0,2,1,3,1,3,7,1,1,3,2,2000.0,2,2,3,3,1,100,48,0,0,0,0,0,11,2007,1,2,181000,3077,20
1110,20,6,107.0,11362,2,2,1,1,1,1,16,3,3,1,1,8,5,2004,2005,2,2,9,9,5,42.0,2,3,3,1,3,3,1,1039,6,0,797,2,1,2,1,0,1836,1,0,2,0,3,1,2,7,1,1,2,2,2004.0,1,3,3,3,1,125,185,0,0,0,0,0,3,2009,1,1,280000,4534,15
1111,60,6,0.0,8000,2,1,1,1,1,1,9,3,3,1,4,6,5,1995,1996,2,2,7,7,4,0.0,3,3,3,2,3,4,1,219,6,0,554,2,2,2,1,0,1658,1,0,2,1,3,1,3,8,1,1,3,2,1995.0,1,2,3,3,1,224,84,0,0,0,0,0,6,2008,1,1,188000,2862,24
1112,60,6,80.0,10480,2,1,1,1,1,1,17,3,3,1,4,7,6,1976,1976,4,2,11,11,2,660.0,3,3,2,3,3,4,2,403,6,0,400,2,3,2,1,0,1964,0,0,2,1,4,1,3,8,1,1,2,2,1976.0,2,2,3,3,1,0,69,0,0,0,0,0,9,2008,1,1,205000,3250,44
1113,20,6,73.0,7100,2,2,1,1,2,1,13,3,3,1,1,5,7,1957,1957,2,2,17,16,4,0.0,3,3,2,3,3,4,1,708,6,0,108,2,3,2,2,0,816,1,0,1,0,2,1,3,5,1,0,6,6,1957.0,3,1,3,3,1,0,0,0,0,0,0,0,7,2006,1,1,129900,1940,63
1114,20,6,66.0,8923,2,1,1,1,1,1,13,3,3,1,1,5,7,1953,2006,2,2,16,16,4,0.0,3,3,2,3,3,4,3,643,6,0,365,2,2,2,1,0,1008,1,0,1,0,2,1,2,6,1,0,6,2,1953.0,3,1,3,3,1,0,18,0,0,0,0,0,5,2007,1,1,134500,2256,14
1115,20,6,90.0,5400,2,1,1,1,1,1,18,3,3,1,1,5,7,1954,2000,2,2,9,9,4,0.0,3,2,2,3,3,4,5,415,6,0,418,2,1,2,1,0,833,0,0,1,0,2,1,2,4,1,0,6,6,1955.0,3,1,3,3,1,0,0,0,0,0,0,0,8,2006,1,1,117000,1992,20
1116,20,6,93.0,12085,2,1,1,1,1,1,16,3,3,1,1,8,5,2007,2007,4,2,15,15,5,328.0,2,3,3,1,3,4,1,1004,6,0,730,2,1,2,1,0,1734,1,0,2,0,3,1,1,7,1,1,2,2,2007.0,2,3,3,3,1,0,0,0,0,0,0,0,11,2007,4,6,318000,4396,13
1117,80,6,0.0,7750,2,1,1,1,1,1,9,3,3,1,8,8,5,2002,2002,4,2,15,15,4,0.0,2,3,3,2,3,4,1,353,6,0,55,2,1,2,1,0,1419,1,0,2,1,3,1,2,7,1,1,3,4,2002.0,1,2,3,3,1,120,0,0,0,0,0,0,3,2009,1,1,184100,2354,18
1118,20,6,57.0,9764,2,2,1,1,4,1,20,2,3,1,1,5,7,1967,2003,2,2,15,15,4,0.0,3,3,2,3,3,4,3,702,6,0,192,2,1,2,1,0,894,1,0,1,0,3,1,2,5,1,0,6,2,1967.0,2,2,3,3,1,0,0,0,0,0,0,0,5,2008,1,1,130000,2238,17
1119,80,6,85.0,13825,2,1,1,1,1,1,20,3,3,1,8,5,6,1958,1987,2,2,9,9,4,0.0,3,2,2,3,3,4,6,0,6,0,533,2,3,2,1,0,1601,0,1,1,0,3,1,3,6,3,0,6,4,1958.0,2,1,3,3,1,280,34,0,0,0,0,0,12,2008,1,1,140000,2434,33
1120,20,6,70.0,7560,2,1,1,1,1,1,13,3,3,1,1,5,5,1959,1959,2,2,4,16,4,0.0,3,3,2,3,3,4,4,369,6,0,671,2,3,2,2,0,1040,0,0,1,0,3,1,3,6,1,0,6,2,1959.0,2,1,3,3,1,140,0,252,0,0,0,0,7,2006,1,1,133700,2366,61
1121,30,8,59.0,8263,2,1,2,1,1,2,10,3,3,1,1,6,5,1920,1950,2,2,4,4,4,0.0,3,3,1,3,3,4,6,0,6,0,1012,2,3,2,2,0,1012,0,0,1,0,2,1,3,6,1,1,2,6,1920.0,3,1,3,3,1,0,22,112,0,0,0,0,5,2007,1,1,118400,2332,70
1122,20,6,84.0,10084,2,1,1,1,1,1,6,3,3,1,1,7,5,2005,2006,2,2,15,15,2,196.0,2,3,3,2,3,2,1,24,6,0,1528,2,1,2,1,0,1552,0,0,2,0,3,1,2,7,1,0,6,2,2005.0,2,3,3,3,1,144,20,0,0,0,0,0,7,2006,4,6,212900,3886,14
1123,20,6,0.0,8926,2,2,1,1,2,1,8,3,3,1,1,4,3,1956,1956,2,2,1,1,4,0.0,3,3,2,3,3,4,6,0,6,0,672,2,1,2,2,0,960,0,0,1,0,3,1,3,5,1,0,6,3,1956.0,3,1,3,3,1,64,0,0,0,160,0,0,10,2009,5,2,112000,1920,64
1124,20,6,50.0,9405,2,1,1,1,1,1,8,3,3,1,1,5,9,1947,2008,4,2,15,15,4,0.0,3,1,2,3,3,4,6,0,6,0,698,2,1,2,1,0,698,0,1,1,0,2,1,3,4,1,0,6,7,,4,0,6,6,1,0,200,0,0,0,0,0,6,2009,1,1,118000,1396,12
1125,80,6,0.0,9125,2,2,1,1,1,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,2,170.0,3,3,3,2,3,4,6,0,6,0,384,2,2,2,1,0,1482,0,0,2,1,3,1,2,7,1,1,3,2,1992.0,1,2,3,3,1,100,25,0,0,0,0,0,7,2007,1,1,163900,2258,28
1126,20,6,60.0,10434,2,1,1,1,1,1,13,3,3,1,1,4,5,1955,1955,2,2,11,11,4,0.0,3,3,2,3,3,4,6,0,6,0,1005,2,3,2,1,0,1005,0,0,1,0,2,1,4,5,1,1,3,6,1977.0,3,2,4,4,1,0,0,0,0,0,0,0,11,2009,1,1,115000,2682,65
1127,120,6,53.0,3684,2,1,1,1,1,1,1,3,3,4,1,7,5,2007,2007,4,2,15,15,2,130.0,2,3,3,2,3,4,6,0,6,0,1373,2,1,2,1,0,1555,0,0,2,0,2,1,2,7,1,1,3,2,2007.0,1,3,3,3,1,143,20,0,0,0,0,0,6,2009,1,1,174000,3588,13
1128,20,6,182.0,14572,2,4,1,1,2,1,9,3,3,1,1,7,5,2004,2004,4,2,15,15,4,0.0,2,3,3,2,3,2,1,1300,6,0,230,2,1,2,1,0,1530,1,0,2,0,3,1,2,7,1,1,2,2,2004.0,1,3,3,3,1,144,36,0,0,0,0,0,11,2007,1,5,259000,3690,16
1129,60,6,59.0,11796,2,2,1,1,1,1,9,3,3,1,4,7,5,2004,2005,2,2,15,15,4,0.0,2,3,3,2,3,2,6,0,6,0,847,2,1,2,1,0,1959,0,0,2,1,4,1,2,8,1,1,2,4,2004.0,1,2,3,3,1,100,48,0,0,0,0,0,7,2007,1,1,215000,3240,15
1130,90,8,60.0,7200,2,1,1,1,1,1,18,3,3,3,7,5,5,1980,1980,2,2,9,9,2,180.0,3,3,2,2,3,1,1,936,6,0,0,2,3,2,1,0,936,1,0,1,0,2,1,3,4,1,0,6,6,1980.0,3,2,3,3,1,49,0,0,0,0,0,0,8,2007,1,1,140000,2544,40
1131,50,6,65.0,7804,2,1,1,1,1,1,19,3,3,1,2,4,3,1928,1950,2,2,17,11,4,0.0,3,3,1,3,3,4,3,622,6,0,500,2,3,2,1,0,1981,1,0,2,0,4,1,2,7,3,2,3,6,1981.0,3,2,3,3,1,431,44,0,0,0,0,0,12,2009,1,1,135000,3679,70
1132,20,6,63.0,10712,2,1,1,1,1,1,12,3,3,1,1,5,5,1991,1992,2,2,7,7,4,0.0,3,3,3,2,3,3,3,212,6,0,762,2,3,2,1,0,974,0,0,1,0,3,1,3,5,1,0,6,7,,4,0,6,6,1,0,28,0,0,0,0,0,9,2007,10,2,93500,1948,28
